YAW_PITCH_ROLL


XYZ according to board
Note Y-based offset potentially apparent

ypr	3.28	-1.18	3.99
ypr	3.29	-1.18	4.00
ypr	3.31	-1.19	4.01
ypr	3.33	-1.19	4.02
ypr	3.35	-1.19	4.04
ypr	3.37	-1.20	4.05
ypr	3.40	-1.20	4.06
ypr	3.42	-1.20	4.07
ypr	3.44	-1.21	4.08
ypr	3.45	-1.21	4.09
ypr	3.47	-1.21	4.11
ypr	3.49	-1.22	4.11
ypr	3.52	-1.22	4.13
ypr	3.54	-1.22	4.13
ypr	3.56	-1.23	4.15
ypr	3.58	-1.23	4.15
ypr	3.60	-1.23	4.16
ypr	3.61	-1.24	4.17
ypr	3.63	-1.24	4.18
ypr	3.66	-1.24	4.20
ypr	3.68	-1.25	4.20
ypr	3.70	-1.25	4.21
ypr	3.72	-1.25	4.22
ypr	3.74	-1.26	4.23
ypr	3.76	-1.26	4.24
ypr	3.78	-1.26	4.25
ypr	3.80	-1.27	4.26
ypr	3.82	-1.27	4.26
ypr	3.84	-1.27	4.28
ypr	3.86	-1.28	4.28
ypr	3.88	-1.28	4.29
ypr	3.90	-1.28	4.30
ypr	3.92	-1.29	4.31
ypr	3.94	-1.29	4.32
ypr	3.96	-1.30	4.33
ypr	3.98	-1.30	4.34
ypr	4.00	-1.30	4.34
ypr	4.02	-1.30	4.35
ypr	4.04	-1.31	4.36
ypr	4.06	-1.31	4.37
ypr	4.08	-1.31	4.38
ypr	4.10	-1.31	4.38
ypr	4.12	-1.31	4.39
ypr	4.14	-1.32	4.40
ypr	4.16	-1.32	4.41
ypr	4.18	-1.32	4.42
ypr	4.21	-1.32	4.43
ypr	4.22	-1.32	4.43
ypr	4.24	-1.33	4.44
ypr	4.26	-1.33	4.45
ypr	4.28	-1.33	4.45
ypr	4.30	-1.33	4.46
ypr	4.32	-1.33	4.47
ypr	4.35	-1.34	4.47
ypr	4.36	-1.34	4.48
ypr	4.38	-1.34	4.49
ypr	4.40	-1.35	4.49
ypr	4.42	-1.35	4.50
ypr	4.44	-1.35	4.51
ypr	4.47	-1.36	4.51
ypr	4.49	-1.36	4.51
ypr	4.50	-1.36	4.52
ypr	4.52	-1.36	4.53
ypr	4.54	-1.36	4.53
ypr	4.56	-1.36	4.54
ypr	4.58	-1.36	4.55
ypr	4.61	-1.36	4.55
ypr	4.62	-1.36	4.56
ypr	4.64	-1.37	4.56
ypr	4.66	-1.37	4.57
ypr	4.68	-1.37	4.57
ypr	4.70	-1.38	4.58
ypr	4.73	-1.38	4.58
ypr	4.74	-1.38	4.59
ypr	4.76	-1.38	4.59
ypr	4.78	-1.38	4.60
ypr	4.80	-1.39	4.60
ypr	4.82	-1.39	4.61
ypr	4.84	-1.39	4.61
ypr	4.86	-1.39	4.61
ypr	4.88	-1.39	4.62
ypr	4.90	-1.39	4.63
ypr	4.92	-1.39	4.62
ypr	4.94	-1.39	4.63
ypr	4.96	-1.40	4.64
ypr	4.98	-1.40	4.64
ypr	5.00	-1.40	4.65
ypr	5.02	-1.40	4.64
ypr	5.04	-1.40	4.65
ypr	5.06	-1.40	4.66
ypr	5.08	-1.40	4.66
ypr	5.10	-1.40	4.66
ypr	5.12	-1.40	4.66
ypr	5.14	-1.40	4.67
ypr	5.16	-1.41	4.68
ypr	5.18	-1.41	4.68
ypr	5.20	-1.41	4.68
ypr	5.22	-1.41	4.69
ypr	5.24	-1.41	4.69
ypr	5.26	-1.42	4.70
ypr	5.28	-1.42	4.70
ypr	5.30	-1.42	4.70
ypr	5.32	-1.42	4.71
ypr	5.34	-1.42	4.71
ypr	5.36	-1.42	4.72
ypr	5.38	-1.42	4.72
ypr	5.40	-1.42	4.72
ypr	5.42	-1.43	4.72
ypr	5.44	-1.43	4.73
ypr	5.46	-1.43	4.73
ypr	5.48	-1.43	4.74
ypr	5.50	-1.43	4.74
ypr	5.52	-1.43	4.74
ypr	5.54	-1.43	4.74
ypr	5.56	-1.44	4.75
ypr	5.58	-1.43	4.76
ypr	5.60	-1.43	4.76
ypr	5.62	-1.44	4.76
ypr	5.64	-1.44	4.76
ypr	5.66	-1.44	4.76
ypr	5.68	-1.44	4.77
ypr	5.70	-1.44	4.77
ypr	5.72	-1.44	4.78
ypr	5.74	-1.44	4.78
ypr	5.76	-1.44	4.78
ypr	5.78	-1.44	4.79
ypr	5.80	-1.44	4.79
ypr	5.82	-1.45	4.80
ypr	5.84	-1.45	4.79
ypr	5.86	-1.45	4.80
ypr	5.88	-1.45	4.80
ypr	5.90	-1.45	4.81
ypr	5.92	-1.45	4.81
ypr	5.95	-1.45	4.81
ypr	5.97	-1.45	4.81
ypr	5.98	-1.45	4.81
ypr	6.00	-1.45	4.82
ypr	6.02	-1.46	4.82
ypr	6.04	-1.46	4.83
ypr	6.06	-1.46	4.83
ypr	6.09	-1.46	4.83
ypr	6.11	-1.46	4.83
ypr	6.13	-1.46	4.83
ypr	6.14	-1.46	4.83
ypr	6.16	-1.46	4.84
ypr	6.18	-1.46	4.84
ypr	6.20	-1.46	4.85
ypr	6.23	-1.47	4.85
ypr	6.25	-1.47	4.85
ypr	6.27	-1.47	4.85
ypr	6.29	-1.47	4.85
ypr	6.31	-1.47	4.86
ypr	6.32	-1.47	4.86
ypr	6.34	-1.47	4.86
ypr	6.37	-1.47	4.87
ypr	6.39	-1.47	4.87
ypr	6.41	-1.47	4.87
ypr	6.43	-1.47	4.87
ypr	6.45	-1.47	4.87
ypr	6.46	-1.47	4.87
ypr	6.49	-1.47	4.88
ypr	6.51	-1.47	4.88
ypr	6.53	-1.47	4.88
ypr	6.55	-1.47	4.88
ypr	6.57	-1.48	4.88
ypr	6.59	-1.48	4.89
ypr	6.60	-1.48	4.89
ypr	6.63	-1.48	4.89
ypr	6.65	-1.48	4.89
ypr	6.67	-1.48	4.90
ypr	6.69	-1.48	4.90
ypr	6.71	-1.48	4.90
ypr	6.72	-1.48	4.90
ypr	6.74	-1.48	4.90
ypr	6.77	-1.48	4.90
ypr	6.79	-1.48	4.90
ypr	6.81	-1.48	4.90
ypr	6.83	-1.48	4.91
ypr	6.85	-1.48	4.91
ypr	6.87	-1.48	4.91
ypr	6.88	-1.48	4.92
ypr	6.90	-1.48	4.91
ypr	6.93	-1.49	4.91
ypr	6.95	-1.49	4.91
ypr	6.97	-1.49	4.91
ypr	6.99	-1.49	4.92
ypr	7.01	-1.49	4.92
ypr	7.02	-1.48	4.93
ypr	7.05	-1.49	4.93
ypr	7.07	-1.49	4.93
ypr	7.09	-1.49	4.93
ypr	7.11	-1.49	4.93
ypr	7.13	-1.49	4.93
ypr	7.15	-1.50	4.93
ypr	7.17	-1.49	4.93
ypr	7.19	-1.49	4.93
ypr	7.21	-1.50	4.94
ypr	7.23	-1.50	4.94
ypr	7.25	-1.50	4.95
ypr	7.27	-1.50	4.95
ypr	7.29	-1.50	4.94
ypr	7.31	-1.50	4.94
ypr	7.33	-1.50	4.94
ypr	7.35	-1.50	4.94
ypr	7.37	-1.50	4.94
ypr	7.39	-1.50	4.94
ypr	7.41	-1.50	4.94
ypr	7.43	-1.50	4.95
ypr	7.45	-1.50	4.95
ypr	7.47	-1.51	4.96
ypr	7.49	-1.51	4.96
ypr	7.51	-1.51	4.95
ypr	7.53	-1.51	4.95
ypr	7.55	-1.51	4.96
ypr	7.57	-1.51	4.96
ypr	7.59	-1.51	4.96
ypr	7.61	-1.51	4.96
ypr	7.63	-1.51	4.96
ypr	7.65	-1.51	4.96
ypr	7.67	-1.51	4.96
ypr	7.69	-1.51	4.96
ypr	7.71	-1.51	4.96
ypr	7.72	-1.51	4.96
ypr	7.74	-1.51	4.96
ypr	7.77	-1.51	4.97
ypr	7.79	-1.51	4.97
ypr	7.81	-1.51	4.97
ypr	7.83	-1.51	4.97
ypr	7.85	-1.52	4.97
ypr	7.86	-1.51	4.97
ypr	7.89	-1.51	4.97
ypr	7.91	-1.51	4.98
ypr	7.93	-1.51	4.98
ypr	7.95	-1.51	4.98
ypr	7.97	-1.51	4.98
ypr	7.99	-1.52	4.98
ypr	8.01	-1.52	4.98
ypr	8.03	-1.52	4.99
ypr	8.05	-1.51	4.99
ypr	8.07	-1.51	4.99
ypr	8.09	-1.51	4.99
ypr	8.11	-1.51	4.98
ypr	8.13	-1.52	4.99
ypr	8.15	-1.52	4.99
ypr	8.17	-1.52	5.00
ypr	8.19	-1.52	5.00
ypr	8.23	-1.50	4.96
ypr	8.26	-1.51	4.96
ypr	8.29	-1.51	4.97
ypr	8.31	-1.51	4.93
ypr	8.33	-1.50	4.90
ypr	8.35	-1.50	4.86
ypr	8.37	-1.50	4.78
ypr	8.41	-1.51	4.69
ypr	8.46	-1.51	4.59
ypr	8.51	-1.52	4.55
ypr	8.60	-1.51	4.55
ypr	8.70	-1.51	4.55
ypr	8.78	-1.50	4.54
ypr	8.83	-1.50	4.52
ypr	8.85	-1.49	4.55
ypr	8.88	-1.49	4.58
ypr	8.89	-1.49	4.58
ypr	8.90	-1.48	4.56
ypr	8.92	-1.48	4.54
ypr	8.94	-1.47	4.49
ypr	8.95	-1.46	4.46
ypr	8.96	-1.44	4.44
ypr	8.98	-1.43	4.43
ypr	8.99	-1.41	4.41
ypr	9.01	-1.40	4.37
ypr	9.03	-1.40	4.30
ypr	9.05	-1.40	4.22
ypr	9.07	-1.40	4.09
ypr	9.08	-1.39	3.98
ypr	9.08	-1.38	3.88
ypr	9.06	-1.36	3.76
ypr	9.05	-1.33	3.63
ypr	9.03	-1.31	3.49
ypr	9.00	-1.28	3.39
ypr	8.95	-1.26	3.33
ypr	8.92	-1.24	3.28
ypr	8.90	-1.23	3.23
ypr	8.89	-1.23	3.12
ypr	8.89	-1.21	2.96
ypr	8.88	-1.20	2.82
ypr	8.87	-1.18	2.68
ypr	8.84	-1.16	2.51
ypr	8.79	-1.14	2.30
ypr	8.73	-1.12	2.12
ypr	8.66	-1.10	1.98
ypr	8.62	-1.09	1.85
ypr	8.59	-1.09	1.71
ypr	8.58	-1.09	1.51
ypr	8.57	-1.09	1.24
ypr	8.56	-1.09	0.94
ypr	8.56	-1.08	0.59
ypr	8.57	-1.09	0.19
ypr	8.58	-1.10	-0.24
ypr	8.58	-1.10	-0.70
ypr	8.55	-1.11	-1.13
ypr	8.51	-1.11	-1.52
ypr	8.47	-1.12	-1.93
ypr	8.41	-1.13	-2.37
ypr	8.37	-1.14	-2.87
ypr	8.35	-1.17	-3.45
ypr	8.35	-1.19	-4.11
ypr	8.35	-1.20	-4.77
ypr	8.34	-1.21	-5.35
ypr	8.33	-1.21	-5.82
ypr	8.30	-1.21	-6.22
ypr	8.24	-1.21	-6.59
ypr	8.15	-1.21	-6.96
ypr	8.02	-1.20	-7.26
ypr	7.84	-1.18	-7.52
ypr	7.61	-1.15	-7.73
ypr	7.36	-1.12	-7.93
ypr	7.10	-1.10	-8.13
ypr	6.84	-1.06	-8.35
ypr	6.62	-1.06	-8.63
ypr	6.47	-1.05	-9.01
ypr	6.36	-1.05	-9.44
ypr	6.27	-1.04	-9.88
ypr	6.20	-1.03	-10.32
ypr	6.10	-1.02	-10.71
ypr	5.98	-1.00	-11.07
ypr	5.85	-0.98	-11.44
ypr	5.75	-0.97	-11.86
ypr	5.69	-0.97	-12.36
ypr	5.69	-0.97	-12.93
ypr	5.71	-0.97	-13.52
ypr	5.73	-0.96	-14.09
ypr	5.75	-0.95	-14.62
ypr	5.77	-0.93	-15.09
ypr	5.79	-0.92	-15.51
ypr	5.80	-0.92	-15.93
ypr	5.84	-0.91	-16.38
ypr	5.89	-0.90	-16.84
ypr	5.96	-0.91	-17.26
ypr	5.99	-0.90	-17.65
ypr	5.99	-0.90	-18.00
ypr	5.98	-0.91	-18.33
ypr	5.98	-0.91	-18.68
ypr	5.98	-0.91	-19.08
ypr	5.99	-0.93	-19.53
ypr	6.03	-0.92	-19.99
ypr	6.05	-0.93	-20.42
ypr	6.05	-0.92	-20.79
ypr	6.03	-0.91	-21.15
ypr	5.99	-0.91	-21.50
ypr	5.97	-0.91	-21.88
ypr	5.97	-0.91	-22.30
ypr	5.99	-0.90	-22.75
ypr	6.03	-0.89	-23.20
ypr	6.08	-0.88	-23.66
ypr	6.12	-0.86	-24.10
ypr	6.15	-0.85	-24.51
ypr	6.17	-0.83	-24.89
ypr	6.19	-0.82	-25.27
ypr	6.24	-0.81	-25.65
ypr	6.33	-0.80	-26.07
ypr	6.44	-0.80	-26.51
ypr	6.55	-0.79	-26.93
ypr	6.63	-0.79	-27.33
ypr	6.68	-0.78	-27.71
ypr	6.70	-0.79	-28.06
ypr	6.72	-0.80	-28.45
ypr	6.75	-0.81	-28.86
ypr	6.79	-0.82	-29.31
ypr	6.82	-0.84	-29.80
ypr	6.87	-0.86	-30.31
ypr	6.92	-0.88	-30.87
ypr	6.96	-0.90	-31.41
ypr	6.97	-0.91	-31.91
ypr	6.96	-0.92	-32.38
ypr	6.96	-0.93	-32.83
ypr	6.95	-0.95	-33.25
ypr	6.94	-0.95	-33.63
ypr	6.93	-0.95	-33.96
ypr	6.91	-0.95	-34.26
ypr	6.89	-0.93	-34.55
ypr	6.86	-0.91	-34.82
ypr	6.84	-0.91	-35.08
ypr	6.83	-0.91	-35.36
ypr	6.81	-0.92	-35.63
ypr	6.79	-0.92	-35.93
ypr	6.77	-0.93	-36.25
ypr	6.75	-0.93	-36.62
ypr	6.75	-0.93	-37.01
ypr	6.76	-0.95	-37.44
ypr	6.78	-0.96	-37.86
ypr	6.80	-0.97	-38.26
ypr	6.82	-0.97	-38.63
ypr	6.82	-0.97	-38.96
ypr	6.81	-0.97	-39.23
ypr	6.78	-0.98	-39.48
ypr	6.77	-0.98	-39.71
ypr	6.76	-0.98	-39.91
ypr	6.75	-0.99	-40.09
ypr	6.75	-0.99	-40.26
ypr	6.73	-0.98	-40.44
ypr	6.71	-0.98	-40.62
ypr	6.69	-0.98	-40.84
ypr	6.68	-0.98	-41.10
ypr	6.68	-0.96	-41.40
ypr	6.66	-0.96	-41.71
ypr	6.64	-0.96	-42.04
ypr	6.63	-0.96	-42.36
ypr	6.64	-0.92	-42.69
ypr	6.64	-0.90	-43.00
ypr	6.64	-0.88	-43.30
ypr	6.64	-0.86	-43.60
ypr	6.64	-0.85	-43.87
ypr	6.63	-0.82	-44.12
ypr	6.62	-0.80	-44.35
ypr	6.61	-0.78	-44.58
ypr	6.61	-0.76	-44.79
ypr	6.61	-0.74	-44.99
ypr	6.61	-0.72	-45.18
ypr	6.62	-0.70	-45.35
ypr	6.62	-0.68	-45.53
ypr	6.63	-0.67	-45.71
ypr	6.63	-0.65	-45.90
ypr	6.64	-0.64	-46.09
ypr	6.65	-0.62	-46.28
ypr	6.65	-0.60	-46.47
ypr	6.66	-0.58	-46.66
ypr	6.66	-0.57	-46.85
ypr	6.67	-0.55	-47.03
ypr	6.67	-0.54	-47.22
ypr	6.68	-0.52	-47.40
ypr	6.68	-0.50	-47.59
ypr	6.68	-0.48	-47.78
ypr	6.69	-0.47	-47.96
ypr	6.69	-0.45	-48.15
ypr	6.69	-0.44	-48.35
ypr	6.70	-0.42	-48.55
ypr	6.70	-0.41	-48.72
ypr	6.70	-0.40	-48.89
ypr	6.72	-0.37	-49.06
ypr	6.72	-0.36	-49.23
ypr	6.72	-0.35	-49.41
ypr	6.72	-0.34	-49.61
ypr	6.71	-0.32	-49.83
ypr	6.72	-0.30	-50.05
ypr	6.71	-0.28	-50.26
ypr	6.71	-0.27	-50.46
ypr	6.72	-0.24	-50.64
ypr	6.72	-0.23	-50.83
ypr	6.72	-0.21	-51.00
ypr	6.73	-0.20	-51.15
ypr	6.74	-0.18	-51.29
ypr	6.75	-0.17	-51.41
ypr	6.76	-0.15	-51.51
ypr	6.77	-0.14	-51.63
ypr	6.78	-0.13	-51.74
ypr	6.79	-0.11	-51.85
ypr	6.80	-0.10	-51.96
ypr	6.81	-0.08	-52.08
ypr	6.82	-0.07	-52.18
ypr	6.83	-0.06	-52.28
ypr	6.84	-0.05	-52.36
ypr	6.86	-0.03	-52.43
ypr	6.88	-0.02	-52.47
ypr	6.90	-0.01	-52.51
ypr	6.93	0.01	-52.52
ypr	6.95	0.02	-52.51
ypr	6.98	0.03	-52.50
ypr	7.01	0.04	-52.50
ypr	7.03	0.05	-52.51
ypr	7.05	0.06	-52.54
ypr	7.07	0.08	-52.56
ypr	7.10	0.08	-52.58
ypr	7.13	0.09	-52.58
ypr	7.17	0.09	-52.57
ypr	7.21	0.09	-52.52
ypr	7.24	0.09	-52.44
ypr	7.28	0.10	-52.31
ypr	7.33	0.11	-52.14
ypr	7.39	0.11	-51.91
ypr	7.45	0.12	-51.65
ypr	7.51	0.12	-51.33
ypr	7.59	0.13	-50.98
ypr	7.66	0.13	-50.61
ypr	7.74	0.13	-50.24
ypr	7.81	0.14	-49.88
ypr	7.88	0.14	-49.51
ypr	7.95	0.14	-49.15
ypr	8.02	0.15	-48.80
ypr	8.08	0.16	-48.45
ypr	8.13	0.17	-48.14
ypr	8.19	0.18	-47.85
ypr	8.24	0.18	-47.58
ypr	8.29	0.19	-47.33
ypr	8.34	0.19	-47.08
ypr	8.40	0.20	-46.84
ypr	8.46	0.20	-46.59
ypr	8.51	0.20	-46.33
ypr	8.58	0.19	-46.02
ypr	8.66	0.17	-45.67
ypr	8.76	0.17	-45.28
ypr	8.86	0.14	-44.86
ypr	8.97	0.12	-44.43
ypr	9.06	0.10	-43.97
ypr	9.18	0.09	-43.50
ypr	9.28	0.07	-43.03
ypr	9.39	0.05	-42.55
ypr	9.51	0.02	-42.06
ypr	9.62	-0.01	-41.56
ypr	9.74	-0.03	-41.03
ypr	9.86	-0.05	-40.48
ypr	9.97	-0.06	-39.87
ypr	10.08	-0.08	-39.23
ypr	10.19	-0.09	-38.58
ypr	10.28	-0.10	-37.93
ypr	10.37	-0.09	-37.27
ypr	10.46	-0.09	-36.59
ypr	10.55	-0.09	-35.91
ypr	10.66	-0.09	-35.25
ypr	10.76	-0.12	-34.61
ypr	10.88	-0.15	-33.98
ypr	10.98	-0.19	-33.37
ypr	11.09	-0.23	-32.75
ypr	11.20	-0.25	-32.11
ypr	11.29	-0.27	-31.43
ypr	11.38	-0.29	-30.71
ypr	11.45	-0.31	-29.93
ypr	11.53	-0.32	-29.11
ypr	11.61	-0.34	-28.27
ypr	11.71	-0.36	-27.41
ypr	11.81	-0.39	-26.54
ypr	11.93	-0.43	-25.69
ypr	12.02	-0.46	-24.81
ypr	12.06	-0.48	-23.87
ypr	12.06	-0.49	-22.86
ypr	12.05	-0.48	-21.82
ypr	12.01	-0.46	-20.74
ypr	11.94	-0.41	-19.59
ypr	11.85	-0.34	-18.38
ypr	11.80	-0.29	-17.19
ypr	11.81	-0.25	-16.08
ypr	11.87	-0.23	-15.02
ypr	11.96	-0.20	-13.96
ypr	12.03	-0.19	-12.88
ypr	12.05	-0.16	-11.73
ypr	12.00	-0.10	-10.49
ypr	11.90	-0.04	-9.22
ypr	11.78	0.03	-7.97
ypr	11.67	0.08	-6.82
ypr	11.60	0.13	-5.79
ypr	11.55	0.16	-4.86
ypr	11.53	0.18	-4.06
ypr	11.54	0.18	-3.38
ypr	11.56	0.18	-2.77
ypr	11.57	0.19	-2.17
ypr	11.58	0.19	-1.60
ypr	11.59	0.20	-1.06
ypr	11.60	0.20	-0.49
ypr	11.60	0.21	0.10
ypr	11.60	0.23	0.73
ypr	11.60	0.26	1.41
ypr	11.58	0.30	2.13
ypr	11.52	0.35	2.95
ypr	11.44	0.41	3.84
ypr	11.34	0.47	4.74
ypr	11.25	0.52	5.62
ypr	11.19	0.55	6.45
ypr	11.15	0.59	7.24
ypr	11.11	0.61	8.00
ypr	11.09	0.63	8.74
ypr	11.05	0.63	9.46
ypr	11.02	0.62	10.17
ypr	10.98	0.59	10.88
ypr	10.93	0.54	11.56
ypr	10.90	0.48	12.18
ypr	10.89	0.40	12.66
ypr	10.92	0.33	13.03
ypr	10.95	0.28	13.28
ypr	10.99	0.24	13.44
ypr	11.03	0.20	13.55
ypr	11.06	0.17	13.64
ypr	11.08	0.15	13.74
ypr	11.10	0.14	13.84
ypr	11.12	0.10	13.91
ypr	11.14	0.09	13.93
ypr	11.15	0.07	13.92
ypr	11.19	0.05	13.88
ypr	11.23	0.02	13.81
ypr	11.32	-0.02	13.71
ypr	11.44	-0.08	13.62
ypr	11.54	-0.11	13.53
ypr	11.58	-0.14	13.46
ypr	11.61	-0.16	13.38
ypr	11.62	-0.19	13.29
ypr	11.64	-0.22	13.21
ypr	11.65	-0.24	13.13
ypr	11.65	-0.25	13.08
ypr	11.65	-0.25	13.05
ypr	11.64	-0.25	13.03
ypr	11.61	-0.23	13.01
ypr	11.56	-0.21	12.99
ypr	11.53	-0.20	12.89
ypr	11.56	-0.25	12.66
ypr	11.66	-0.34	12.27
ypr	11.81	-0.46	11.89
ypr	12.07	-0.48	11.80
ypr	12.48	-0.57	11.81
ypr	12.89	-0.72	11.75
ypr	13.21	-0.85	11.71
ypr	13.39	-0.94	11.67
ypr	13.46	-1.01	11.62
ypr	13.47	-1.02	11.58
ypr	13.47	-0.99	11.55
ypr	13.49	-1.00	11.49
ypr	13.51	-1.01	11.41
ypr	13.54	-1.01	11.35
ypr	13.55	-1.02	11.28
ypr	13.58	-1.03	11.21
ypr	13.60	-1.04	11.15
ypr	13.62	-1.05	11.08
ypr	13.64	-1.05	11.01
ypr	13.66	-1.06	10.96
ypr	13.69	-1.07	10.89
ypr	13.71	-1.08	10.83
ypr	13.73	-1.08	10.76
ypr	13.76	-1.09	10.70
ypr	13.77	-1.11	10.65
ypr	13.79	-1.12	10.58
ypr	13.82	-1.12	10.52
ypr	13.84	-1.13	10.46
ypr	13.86	-1.14	10.40
ypr	13.88	-1.14	10.34
ypr	13.90	-1.14	10.28
ypr	13.92	-1.15	10.22
ypr	13.94	-1.16	10.17
ypr	13.96	-1.17	10.11
ypr	13.98	-1.18	10.06
ypr	14.00	-1.19	10.00
ypr	14.02	-1.20	9.94
ypr	14.04	-1.20	9.88
ypr	14.06	-1.21	9.83
ypr	14.08	-1.21	9.78
